bibcode,year,title,subject,predicate,object,claim_type,evidence_text
2022PhRvD.105f3019G,2022,Solar mass black holes from neutron stars and bosonic dark matter,bosonic particles,candidate_for,dark matter,candidate,models of bosonic dark matter
2023PhRvD.107f3001A,2023,Search for low-mass dark matter WIMPs with 12 ton-day exposure of DarkSide-50,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,search for dark matter weakly interacting massive particles (WIMPs)
2026arXiv260400090T,2026,Non-Cold Dark Matter from Memory-Burdened Primordial Black Holes,particles from evaporation of primordial black holes,candidate_for,dark matter,candidate,Non-cold dark matter particles can arise from the evaporation of primordial black holes (PBHs).
2026arXiv260400090T,2026,Non-Cold Dark Matter from Memory-Burdened Primordial Black Holes,non-cold dark matter (ncdm),constitutes,dark matter,constitution,scenarios in which NCDM particles constitute only a fraction of the total relic dark matter.
2026arXiv260400090T,2026,Non-Cold Dark Matter from Memory-Burdened Primordial Black Holes,non-cold dark matter (ncdm),candidate_for,dark matter,candidate,"confirm that NCDM can only account for all of the dark matter in the absence of PBH domination, as in the semi-classical case."
2022PhRvD.105e5003C,2022,Solar wind bremsstrahlung off dark matter in our Solar System,neutral spin-1/2 particle,candidate_for,dark matter,candidate,colliding with a neutral spin-1 /2 particle through the exchange of a scalar neutral particle.
2020EPJP..135..709Z,2020,Stringent constraints on the light boson model with supermassive black hole spin measurements,light bosonic scalars,candidate_for,dark matter,candidate,the mass range of light bosons from 10^-22 to 10^-17 eV can be largely excluded ... which eliminates a good fraction of the so-called fuzzy dark matter parameter regions.
2020EPJP..135..709Z,2020,Stringent constraints on the light boson model with supermassive black hole spin measurements,vector boson,candidate_for,dark matter,candidate,"particularly for the vector boson scenario, which eliminates a good fraction of the so-called fuzzy dark matter parameter regions."
2020EPJP..135..709Z,2020,Stringent constraints on the light boson model with supermassive black hole spin measurements,qcd axion,candidate_for,dark matter,candidate,which convincingly eliminate the QCD axions at these masses.
2025PPN....56..843S,2025,On the Nature of the Sterile Neutrino,right-handed neutrino,candidate_for,dark matter,candidate,possibility of explaining dark matter in the Universe by right-handed neutrinos is analyzed.
2025PPN....56..843S,2025,On the Nature of the Sterile Neutrino,dark matter,composed_of,right-handed neutrinos,composition,stability of dark matter consisting of right-handed neutrinos.
2002PhLB..549..273F,2002,Natural gravitino dark matter and thermal leptogenesis in gauge-mediated supersymmetry-breaking models,gravitino,constitutes,dark matter,constitution,dilutes the thermal relics of the gravitinos down to just the observed mass density of the dark matter.
2026JHEP...03..207D,2026,Gravitational waves from the axiverse,lightest axion mass eigenstate,candidate_for,dark matter,candidate,the lightest eigenstate can be long lived and make up the dark matter in the universe.
2012PhRvD..86h3529C,2012,Dark radiation and small-scale structure problems with decaying particles,dark matter,is,warm,identity,dark matter is rather warm
2012PhRvD..86h3529C,2012,Dark radiation and small-scale structure problems with decaying particles,axinos,constitutes,dark matter,constitution,axinos from saxion decays form warm dark matter
2013PhDT.......203K,2013,Using kinematic variables to extract information from semi-invisible decays of heavy particles at hadron colliders,wimp,candidate_for,dark matter,candidate,"stable weakly interacting massive particle (WIMP), a well-motivated dark matter (DM) candidate."
2013PhDT.......203K,2013,Using kinematic variables to extract information from semi-invisible decays of heavy particles at hadron colliders,dark matter,is,invisible,identity,"dark matter is not seen by the detectors, i.e., invisible."
2013PhDT.......203K,2013,Using kinematic variables to extract information from semi-invisible decays of heavy particles at hadron colliders,dark matter,is,non-trivially charged under a new (unbroken) symmetry,identity,stability of dark matter is ensured by introducing a new (unbroken) symmetry under which the DM is non-trivially charged while the SM particles are uncharged.
2023PhRvD.108h3007Y,2023,Sensitivity of space-based gravitational-wave interferometers to ultralight bosonic fields and dark matter,ultralight bosonic fields (ulbfs),candidate_for,dark matter,candidate,Ultralight bosonic fields (ULBFs) are predicted by various theories beyond the standard model of particle physics and are viable candidates of cold dark matter.
2014JHEP...09..108E,2014,A minimal model for two-component dark matter,singlet fermion,constitutes,dark matter,constitution,"Two of these fields, one fermion and one scalar, are odd under a Z <SUB>2</SUB> symmetry that renders them simultaneously stable. Thus, both particles contribute to the observed dark matter density."
2014JHEP...09..108E,2014,A minimal model for two-component dark matter,scalar singlet,constitutes,dark matter,constitution,"Two of these fields, one fermion and one scalar, are odd under a Z <SUB>2</SUB> symmetry that renders them simultaneously stable. Thus, both particles contribute to the observed dark matter density."
2014JHEP...09..108E,2014,A minimal model for two-component dark matter,dark matter,composed_of,a singlet fermion and a singlet scalar,composition,"The model contains only three additional fields, one fermion and two scalars, all singlets under the Standard Model gauge group. Thus, both particles contribute to the observed dark matter density."
2012arXiv1206.1616S,2012,Strong Evidence for Gamma-ray Line Emission from the Inner Galaxy,127.3 gev wimp,candidate_for,dark matter,candidate,The energies in the two-line case are compatible with a $127.3 \pm 2.7$ GeV WIMP annihilating through $\gamma \gamma$ and $\gamma Z$ (with $\chi^2=1.67$ for 3 d.o.f.).
2024JPhG...51h5002R,2024,ILC sensitivity for leptophilic scalar dark matter,dark matter,is,leptophilic scalar,identity,a leptophilic scalar dark matter (DM)
2018arXiv181005393E,2018,Constraining D-foam via the 21-cm Line,d-particles,candidate_for,dark matter,candidate,"D-particles, which are stringy space-time defects predicted in brane-inspired models of the Universe, might constitute a component of dark matter"
2018arXiv181005393E,2018,Constraining D-foam via the 21-cm Line,singlet fermion,candidate_for,dark matter,candidate,they might contribute to the masses of singlet fermions that could provide another component.
2023JInst..18P8011G,2023,Qualification of piezo-electric actuators for the MADMAX booster system at cryogenic temperatures and high magnetic fields,axion,candidate_for,dark matter,candidate,MADMAX axion dark matter search experiment
2010arXiv1002.4697T,2010,Supersymmetry Breaking and Gravitino Production after Inflation in Modular Invariant Supergravity,lightest supersymmetric particle (lsp),candidate_for,dark matter,candidate,if the LSP's are the candidate of dark matter.
2012AIPC.1480...71I,2012,First stars and WIMP dark matter: A state of the art review,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,"It has been suggested that Weakly Interacting Massive Particles (WIMPs) may significantly alter the formation and evolution of the First Stars, if the Dark Matter (DM) is actually made of such particles."
2025JCAP...02..026S,2025,Warm Hawking relics from primordial black hole domination,hawking relics,candidate_for,dark matter,candidate,we constrain their abundance to be less than 2% of the dark matter over a broad range of their viable parameter space.
2025A&A...703A.112H,2025,DARKSKIES: A suite of super-sampled zoom-in simulations of galaxy clusters with self-interacting dark matter,self-interacting dark matter,candidate_for,dark matter,candidate,simulations ... with self-interacting dark matter (SIDM)
2011PhLB..699..360N,2011,Number-theory dark matter,chiral fermion charged under u(1)_{b-l},candidate_for,dark matter,candidate,"We introduce a set of chiral fermions charged under the U(1)_{B-L} ... Focusing on one of the solutions, we show that there is indeed a good candidate for dark matter, whose stability is guaranteed by Z_{(B-L)}."
2002A&A...395...31G,2002,Are there MACHOs in the Milky Way halo?,"compact, solar-mass objects",candidate_for,dark matter,candidate,"These searches have led to the claim that roughly one fifth of the galactic halo dark matter may be in the form of compact, solar-mass objects."
2016PhDT.......224P,2016,Supersymmetric minimal B-L and left-right models,lightest superpartner (lsp) neutralino,candidate_for,dark matter,candidate,"Since R-parity is conserved, the lightest superpartner (LSP) neutralino is a prime candidate of the cosmological dark matter."
2017JHEP...12..136G,2017,Heavy stable charged tracks as signatures of non-thermal dark matter at the LHC: a study in some non-supersymmetric scenarios,dark matter,is,fermionic,identity,It leads to a fermionic dark matter
2017JHEP...12..136G,2017,Heavy stable charged tracks as signatures of non-thermal dark matter at the LHC: a study in some non-supersymmetric scenarios,z2-odd right-handed majorana neutrino,constitutes,dark matter,constitution,The second model consists of an inert scalar doublet together with a &Z; <SUB>2</SUB>-odd right-handed Majorana neutrino dark matter.
2019EPJC...79..230A,2019,"Searching for dark matter with <inline-formula id=""IEq1""><mml:math><mml:mrow><mml:mi>t</mml:mi><mml:mover accent=""true""><mml:mrow><mml:mi>t</mml:mi></mml:mrow><mml:mrow><mml:mo stretchy=""false"">̄</mml:mo></mml:mrow></mml:mover></mml:mrow></mml:math></inline-formula> resonance",χ,candidate_for,dark matter,candidate,the dark matter candidate mass (mχ)
2014AIPC.1604..121T,2014,Self-interacting dark matter,self-interacting dark matter,candidate_for,dark matter,candidate,which suggests that DM may be self-interacting.
2016JHEP...03..162L,2016,The inert Zee model,inert doublet model,candidate_for,dark matter,candidate,one dark matter candidate is obtained from the subjacent inert doublet model
2018MNRAS.480.1778P,2018,Testing modified-gravity theories via wide binaries and GAIA,dark matter,is,cold dark matter,identity,cold dark matter (DM)
2025arXiv251203567R,2025,Probing the Electroweak Phase Transition in the Dark Sector,dark gauge bosons,candidate_for,dark matter,candidate,"A custodial symmetry ensures the stability of the dark gauge bosons, making them viable dark matter candidates."
2023ScPP...15..177F,2023,Dark matter from the centre of SU(N),scalar fields charged under su(n) gauge group,candidate_for,dark matter,candidate,"We consider scalar fields charged under a SU(N) gauge group, and show that the centre of SU(N) ... can ensure the stability of scalar DM particles."
2026arXiv260209187B,2026,pMSSM versus complete models and the excellent prospects for top-squark discovery at HL-LHC,wimp,candidate_for,dark matter,candidate,including WIMP dark matter constraints.
2012apsp.conf..407W,2012,Status of the Picasso Experiment,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,searches for cold dark matter through the direct detection of weakly interacting massive particles (WIMPs)
